,LEMMA_PARENT,LEMMA_GRAND_PARENT,LEMMA_CHILD_1,LEMMA_CHILD_2,LEMMA_CHILD_3
73803,negócio,de,,,
73804,negócio,de,bolsa,,
73805,de,negócio,,,
73806,de,sair,,,
73807,de,sair,,,
73808,de,sair,,,
73809,de,sair,operação,,
73810,de,de,de,(,financiamento
73811,operação,de,«,box,»
73812,de,operação,,,
73813,de,operação,,,
73814,de,operação,,,
73815,operação,de,,,
73816,operação,de,ter,,
73817,financiamento,operação,como,,
73818,ter,financiamento,lastro,ação,
73819,como,ter,,,
73820,como,ter,,,
73821,operação,de,,,
73822,afirmar,,,,
73823,prever,,,,
73824,,,ele,",",contudo
73825,prever,,,,
73826,prever,,,,
73827,prever,,,,
73828,crescer,prever,,,
73829,mercado,crescer,,,
73830,crescer,prever,o,acionário,
73831,mercado,crescer,,,
73832,prever,,que,mercado,
73833,prever,,,,
73834,custódia,chegar,,,
73835,chegar,prever,o,de,
73836,custódia,chegar,ação,,
73837,de,custódia,de,,
73838,ação,de,investidor,,
73839,de,ação,estrangeiro,em,
73840,investidor,de,,,
73841,investidor,de,instituição,,
73842,instituição,em,,,
73843,em,investidor,o,,
73844,prever,,custódia,a,a
73845,chegar,prever,US$,,
73846,a,chegar,bilhão,,
73847,bilhão,US$,,,
73848,US$,a,"5,5",,
73849,chegar,prever,final,,
73850,final,a,,,
73851,a,chegar,o,de,
73852,final,a,1995,,
73853,de,final,,,
73854,prever,,,,
73855,deixar,,evitar,,
73856,apesar_de,deixar,dar,,
73857,evitar,apesar_de,não,,
73858,não,dar,,,
73859,dar,evitar,um,definitivo,
73860,não,dar,,,
73861,deixar,,,,
73862,deixar,,,,
73863,,,apesar_de,",",Marise
73864,deixar,,,,
73865,dever,deixar,,,
73866,deixar,,que,recusar,
73867,dever,deixar,convite,,
73868,convite,recusar,,,
73869,recusar,dever,o,de,
73870,convite,recusar,Brizola,,
73871,de,convite,,,
73872,deixar,,,,
73873,ficar,afirmar,,,
73874,afirmar,,«,honrar,","
73875,honrar,ficar,,,
73876,ficar,afirmar,muito,com,
73877,honrar,ficar,proposta,,
73878,proposta,com,,,
73879,com,honrar,o,,
73880,ficar,afirmar,,,
73881,ficar,afirmar,,,
73882,governador,ter,,,
73883,ter,ficar,o,Brizola,
73884,governador,ter,,,
73885,ficar,afirmar,governador,nome,
73886,ter,ficar,bom,,
73887,bom,nome,,,
73888,nome,ter,muito,para,
73889,bom,nome,compor,,
73890,para,bom,chapa,,
73891,chapa,compor,,,
73892,compor,para,seu,,
73893,ficar,afirmar,,,
73894,afirmar,,,,
73895,,,ficar,",",.
73896,afirmar,,,,
73897,governo,informar,,,
73898,informar,,o,de,
73899,governo,informar,estado,,
73900,estado,de,,,
73901,de,governo,o,,
73902,,,governo,",",através
73903,informar,,,,
73904,informar,,de,,
73905,através,informar,nota,,
73906,de,através,de,,
73907,nota,de,assessoria,,
73908,assessoria,de,,,
73909,de,nota,seu,de,
73910,assessoria,de,imprensa,,
73911,de,assessoria,,,
73912,informar,,,,
73913,configurar,informar,,,
73914,declaração,configurar,,,
73915,configurar,informar,o,de,sobre
73916,declaração,configurar,presidente,e,de
73917,presidente,de,,,
73918,de,declaração,o,Itamar_Franco,
73919,presidente,de,,,
73920,de,declaração,,,
73921,de,declaração,presidente,,
73922,presidente,de,,,
73923,de,de,o,eleger,Fernando_Henrique_Cardoso
73924,presidente,de,,,
73925,presidente,de,,,
73926,declaração,configurar,medida,,
73927,sobre,declaração,federal,de,
73928,medida,sobre,,,
73929,medida,sobre,combate,,
73930,de,medida,a,,
73931,combate,de,tráfico,,
73932,tráfico,a,,,
73933,a,combate,o,de,
73934,tráfico,a,droga,,
73935,de,tráfico,,,
73936,configurar,informar,,,
73937,informar,,que,declaração,«
73938,configurar,informar,análogo,,
73939,posição,configurar,a,,
73940,análogo,posição,o,,
73941,a,análogo,vir,,
73942,defender,vir,,,
73943,governador,vir,,,
73944,vir,o,o,de,
73945,governador,vir,estado,,
73946,estado,de,,,
73947,de,governador,o,,
73948,o,a,governador,defender,
73949,vir,o,que,,
73950,configurar,informar,,,
73951,informar,,,,
73952,dizer,,nota,,
73953,nota,segundo,,,
73954,segundo,dizer,o,,
73955,dizer,,,,
73956,dizer,,,,
73957,providência,dizer,,,
73958,dizer,,o,capaz,
73959,providência,dizer,de,,
73960,capaz,providência,alterar,,
73961,de,capaz,quadro,,
73962,quadro,alterar,,,
73963,alterar,de,o,atual,de
73964,quadro,alterar,,,
73965,quadro,alterar,combate,,
73966,de,quadro,a,,
73967,combate,de,traficante,,
73968,traficante,a,,,
73969,a,combate,o,,
73970,,,segundo,",",«
73971,dizer,,a,",",com
73972,respeito,dizer,Polícia_Federal,e,a
73973,Polícia_Federal,a,,,
73974,a,respeito,o,,
73975,a,respeito,,,
73976,a,respeito,Forças_Armadas,,
73977,Forças_Armadas,a,,,
73978,a,a,o,,
73979,respeito,dizer,,,
73980,respeito,dizer,objetivo,,
73981,objetivo,com,,,
73982,com,respeito,o,de,
73983,objetivo,com,interromper,,
73984,de,objetivo,fluxo,em,
73985,fluxo,interromper,,,
73986,interromper,de,o,de,
73987,fluxo,interromper,arma,,
73988,de,fluxo,proibir,e,cocaína
73989,arma,de,,,
73990,arma,de,,,
73991,arma,de,,,
73992,interromper,de,Rio,,
73993,Rio,em,,,
73994,em,interromper,o,,
73995,dizer,,,,
73996,dizer,,,,
73997,dizer,,de,,
73998,liderança,dizer,PSDB,,
73999,PSDB,de,,,
74000,de,liderança,o,,
74001,,,liderança,apostar,
74002,dizer,,em,para,
74003,apostar,dizer,legenda,,
74004,legenda,em,,,
74005,legenda,em,,,
74006,em,apostar,um,grande,social-democrata
74007,legenda,em,,,
74008,apostar,dizer,ter,,
74009,depender,ter,,,
74010,para,apostar,de,depender,
74011,ter,para,,,
74012,ter,para,não,de,
74013,depender,ter,PFL,,
74014,PFL,de,,,
74015,de,depender,o,,
74016,articular,,em,,
74017,confiante,articular,vitória,,
74018,vitória,em,,,
74019,vitória,em,,,
74020,em,confiante,um,eventual,de
74021,vitória,em,candidato,,
74022,candidato,de,,,
74023,de,vitória,o,Fernando_Henrique_Cardoso,
74024,candidato,de,,,
74025,articular,,,,
74026,cúpula,articular,,,
74027,articular,,o,de,
74028,cúpula,articular,PMDB,,
74029,PMDB,de,,,
74030,de,cúpula,o,,
74031,articular,,,,
74032,,,confiante,",",cúpula
74033,formação,articular,,,
74034,articular,,o,de,
74035,formação,articular,superpartido,,
74036,superpartido,de,,,
74037,de,formação,um,,
74038,articular,,depender,,
74039,depender,para,,,
74040,para,articular,não,de,em
74041,depender,para,PFL,,
74042,PFL,de,,,
74043,de,depender,o,,
74044,depender,para,congresso,,
74045,congresso,em,,,
74046,em,depender,o,,
74047,articular,,,,
74048,dizer,,,,
74049,,,Grava,sofrer,.
74050,sofrer,dizer,,,
74051,dois,sofrer,,,
74052,sofrer,dizer,o,,
74053,dizer,,que,dois,rompimento
74054,sofrer,dizer,de,em,
74055,rompimento,sofrer,feixe,,
74056,de,rompimento,muscular,,
74057,feixe,de,,,
74058,rompimento,sofrer,músculo,,
74059,em,rompimento,de,,
74060,músculo,em,coxa,,
74061,coxa,de,,,
74062,de,músculo,o,direito,
74063,coxa,de,,,
74064,dizer,,,,
74065,médico,negar,,,
74066,negar,,o,,
74067,,,médico,estar,.
74068,estar,negar,,,
74069,negar,,que,tratar,
74070,estar,negar,alguém,,
74071,alguém,tratar,,,
74072,tratar,estar,mais,,
74073,negar,,,,
74074,estar,,,,
74075,demais,estar,,,
74076,estar,,o,,
74077,,,«,demais,ser
74078,estar,,poupar,,
74079,ser,estar,,,
74080,estar,,,,
74081,estar,,,,
74082,estar,,jogar,,
74083,poder,estar,ser,,
74084,ser,jogar,,,
74085,jogar,poder,se,preciso,
74086,ser,jogar,,,
74087,estar,,,,
74088,estar,,,,
74089,inspirar,,,,
74090,inspirar,,,,
74091,,,Doucet,se,muito
74092,inspirar,,,,
74093,inspirar,,viagem,,
74094,viagem,em,,,
74095,em,inspirar,seu,,
74096,inspirar,,,,
74097,inspirar,,isso,em,
74098,refletir,inspirar,,,
74099,refletir,inspirar,título,,
74100,título,em,,,
74101,em,refletir,o,de,
74102,título,em,vários,,
74103,de,título,de,,
74104,vários,de,trabalho,,
74105,trabalho,de,,,
74106,de,vários,seu,",",como
74107,trabalho,de,,,
74108,trabalho,de,Guatemala_Blues,,
74109,Guatemala_Blues,como,,,
74110,como,trabalho,«,»,e
74111,Guatemala_Blues,como,,,
74112,Guatemala_Blues,como,,,
74113,Guatemala_Blues,como,,,
74114,Guatemala_Blues,como,,,
74115,Guatemala_Blues,como,,,
74116,inspirar,,,,
74117,72,%,,,
74118,%,querer,cerca_de,,
74119,querer,,72,de,
74120,%,querer,empresário,,
74121,empresário,de,,,
74122,de,%,o,de,
74123,empresário,de,construção,,
74124,construção,de,,,
74125,de,empresário,o,,
74126,,,%,negociar,","
74127,negociar,querer,,,
74128,setor,negociar,,,
74129,setor,negociar,,,
74130,negociar,querer,o,próprio,
74131,querer,,que,setor,conversão
74132,conversão,negociar,,,
74133,negociar,querer,o,de,
74134,conversão,negociar,contrato,,
74135,contrato,de,,,
74136,de,conversão,o,,
74137,negociar,querer,URV,,
74138,URV,para,,,
74139,para,negociar,o,,
74140,querer,,,,
74141,desejar,querer,,,
74142,%,desejar,,,
74143,desejar,querer,28,,
74144,querer,,enquanto,%,estabelecer
74145,estabelecer,desejar,,,
74146,governo,estabelecer,,,
74147,estabelecer,desejar,o,,
74148,desejar,querer,que,governo,regra
74149,regra,estabelecer,,,
74150,estabelecer,desejar,o,,
74151,querer,,,,
74152,candidato,dizer,,,
74153,dizer,,o,de,
74154,candidato,dizer,PDT,,
74155,PDT,de,,,
74156,de,candidato,o,,
74157,,,candidato,querer,.
74158,querer,dizer,,,
74159,dizer,,que,fazer,
74160,querer,dizer,mesmo,,
74161,mesmo,fazer,,,
74162,fazer,querer,o,,
74163,dizer,,,,
74164,querer,,o,,
74165,ao_contrário_de,querer,fazer,,
74166,fazer,o,,,
74167,o,ao_contrário_de,que,em,
74168,fazer,o,campanha,,
74169,em,fazer,anterior,,
74170,campanha,em,,,
74171,querer,,,,
74172,querer,,,,
74173,,,ao_contrário_de,",",Brizola
74174,querer,,comício,,
74175,promover,querer,rápido,",",com
74176,comício,promover,,,
74177,comício,promover,,,
74178,comício,promover,orador,,
74179,orador,com,,,
74180,com,comício,três,,
74181,querer,,,,
74182,filme,passar,,,
74183,passar,,o,,
74184,,,filme,como,por
74185,passar,,vento,,
74186,como,passar,,,
74187,passar,,questão,,
74188,questão,por,,,
74189,por,passar,o,",",pequeno
74190,questão,por,,,
74191,pequeno,questão,,,
74192,questão,por,nada,,
74193,questão,por,,,
74194,questão,por,tratamento,,
74195,tratamento,de,,,
74196,de,questão,o,psiquiátrico,contemporâneo
74197,tratamento,de,,,
74198,tratamento,de,,,
74199,passar,,,,
74200,fixar,passar,,,
74201,passar,,se,em,
74202,fixar,passar,o,,
74203,em,fixar,existir,,
74204,existir,o,,,
74205,o,em,que,de,em
74206,existir,o,óbvio,,
74207,óbvio,de,,,
74208,de,existir,mais,,
74209,existir,o,história,,
74210,história,em,,,
74211,em,existir,o,,
74212,passar,,,,
74213,terminar,,,,
74214,,,isso,por,.
74215,terminar,,arrastar,,
74216,por,terminar,ela,destestavelmente,","
74217,arrastar,por,,,
74218,arrastar,por,,,
74219,arrastar,por,,,
74220,arrastar,por,chegar,,
74221,chegar,sem,,,
74222,chegar,sem,,,
74223,sem,arrastar,que,se,a
74224,chegar,sem,parte,,
74225,a,chegar,algum,,
74226,parte,a,,,
74227,terminar,,,,
74228,ser,,,,
74229,ser,,,,
74230,,,paradoxalmente,",",por
74231,ser,,aí,,
74232,por,ser,,,
74233,poder,ser,,,
74234,ver,poder,,,
74235,ser,,que,ver,virtude
74236,poder,ser,se,,
74237,virtude,poder,,,
74238,poder,ser,o,de,
74239,virtude,poder,Figgis,,
74240,de,virtude,,,
74241,ser,,,,
74242,ONU,admitir,,,
74243,admitir,,o,,
74244,,,ONU,haver,","
74245,haver,admitir,,,
74246,sérvio,haver,,,
74247,haver,admitir,o,,
74248,cumprir,haver,,,
74249,admitir,,que,sérvio,cumprir
74250,haver,admitir,não,exigência,
74251,exigência,cumprir,,,
74252,cumprir,haver,o,,
74253,admitir,,,,
74254,admitir,,,,
74255,admitir,,autorização,,
74256,recusar,admitir,para,,
74257,autorização,recusar,bombardeio,,
74258,para,autorização,,,
74259,admitir,,,,
74260,argumentar,,",",representante,","
74261,Yasuhi_Akashi,argumentar,,,
74262,Yasuhi_Akashi,argumentar,de,,
74263,representante,Yasuhi_Akashi,organização,,
74264,organização,de,,,
74265,de,representante,o,,
74266,Yasuhi_Akashi,argumentar,,,
74267,,,Yasuhi_Akashi,estar,.
74268,estar,argumentar,,,
74269,sérvio,estar,,,
74270,estar,argumentar,o,,
74271,argumentar,,que,sérvio,em
74272,estar,argumentar,meio,,
74273,em,estar,a,,
74274,meio,em,processo,,
74275,processo,a,,,
74276,a,meio,o,de,
74277,processo,a,retirada,,
74278,de,processo,,,
74279,argumentar,,,,
74280,em,incorrer,,,
74281,incorrer,,já,palavra,
74282,palavra,em,,,
74283,palavra,em,,,
74284,em,incorrer,o,primeiro,
74285,Medida_Provisória,incorrer,,,
74286,incorrer,,o,instituir,
74287,instituir,Medida_Provisória,,,
74288,Medida_Provisória,incorrer,que,Unidade_Real_de_Valor,
74289,Unidade_Real_de_Valor,instituir,,,
74290,instituir,Medida_Provisória,o,,
74291,,,em,Medida_Provisória,em
74292,incorrer,,erro,,
74293,em,incorrer,,,
74294,incorrer,,,,
74295,incorrer,,brecha,,
74296,abrir,incorrer,para,,
74297,brecha,abrir,contestação,,
74298,para,brecha,em,,
74299,contestação,para,justiça,,
74300,justiça,em,,,
74301,em,contestação,o,,
74302,incorrer,,,,
74303,constatação,ser,,,
74304,ser,,o,,
74305,,,constatação,de,.
74306,ser,,jurista,,
74307,jurista,de,,,
74308,de,ser,o,Saulo_Ramos,","
74309,jurista,de,,,
74310,jurista,de,,,
74311,consultor,jurista,,,
74312,jurista,de,ex-,geral,de
74313,consultor,jurista,,,
74314,consultor,jurista,república,,
74315,república,de,,,
74316,de,consultor,o,,
74317,consultor,jurista,,,
74318,ministro,consultor,,,
74319,consultor,jurista,ex-,de,
74320,ministro,consultor,justiça,,
74321,justiça,de,,,
74322,de,ministro,o,,
74323,jurista,de,,,
74324,ser,jurista,,,
74325,jurista,de,que,convidar,e
74326,ser,jurista,a,,
74327,convidar,ser,analisar,,
74328,a,convidar,rascunho,,
74329,rascunho,analisar,,,
74330,analisar,a,o,de,
74331,rascunho,analisar,medida,,
74332,medida,de,,,
74333,de,rascunho,o,,
74334,ser,jurista,,,
74335,alertar,ser,ocasião,,
74336,ocasião,em,,,
74337,em,alertar,o,,
74338,ser,jurista,em,para,
74339,alertar,ser,problema,,
74340,problema,para,,,
74341,para,alertar,dois,:,instituir
74342,problema,para,,,
74343,artigo,instituir,,,
74344,instituir,problema,o,primeiro,e
74345,artigo,instituir,,,
74346,artigo,instituir,,,
74347,parágrafo,artigo,,,
74348,artigo,instituir,o,primeiro,
74349,parágrafo,artigo,,,
74350,artigo,instituir,MP,,
74351,MP,de,,,
74352,de,artigo,o,433,
74353,MP,de,,,
74354,instituir,problema,,,
74355,problema,para,artigo,praticamente,moeda
74356,moeda,instituir,,,
74357,instituir,problema,dois,,
74358,instituir,problema,país,,
74359,país,em,,,
74360,em,instituir,o,,
74361,problema,para,,,
74362,ser,problema,,,
74363,problema,para,o_que,proibir,
74364,ser,problema,,,
74365,ser,,,,
74366,,,artigo,ficar,.
74367,artigo,dizer,,,
74368,dizer,,o,primeiro,
74369,artigo,dizer,,,
74370,ficar,dizer,,,
74371,dizer,,que,instituir,
74372,ficar,dizer,URV,,
74373,URV,instituir,,,
74374,instituir,ficar,o,",",dotar
74375,URV,instituir,,,
74376,URV,instituir,de,,
74377,dotar,URV,curso,,
74378,curso,de,,,
74379,de,dotar,«,legal,»
74380,curso,de,,,
74381,curso,de,,,
74382,curso,de,servir,,
74383,para,curso,«,exclusivamente,»
74384,servir,para,,,
74385,servir,para,,,
74386,servir,para,,,
74387,servir,para,padrão,,
74388,como,servir,de,,
74389,padrão,como,valor,,
74390,de,padrão,monetário,,
74391,valor,de,,,
74392,dizer,,,,
74393,ser,,,,
74394,,,«,erro,»
74395,erro,ser,,,
74396,ser,,um,técnico,grave
74397,erro,ser,,,
74398,erro,ser,e,poder,
74399,grave,erro,,,
74400,poder,grave,,,
74401,grave,erro,que,resultar,
74402,poder,grave,em,,
74403,resultar,poder,conflito,,
74404,conflito,em,,,
74405,em,resultar,um,judiciário,grande
74406,conflito,em,,,
74407,grande,conflito,,,
74408,conflito,em,muito,,
74409,ser,,,,
74410,ser,,,,
74411,ser,,Saulo_Ramos,,
74412,segundo,ser,,,
74413,ser,,,,
74414,,,--,ter,
74415,Broz,,,,
74416,ter,Broz,,,
74417,Broz,,não,receita,","
74418,receita,ter,,,
74419,ter,Broz,o,exato,
74420,receita,ter,,,
74421,ter,Broz,,,
74422,ter,Broz,certeza,,
74423,certeza,ter,,,
74424,ter,ter,o,de,
74425,certeza,ter,precisar,,
74426,precisar,de,,,
74427,precisar,de,,,
74428,de,certeza,que,algo,ser
74429,precisar,de,fazer,,
74430,ser,precisar,diante_de,,
74431,fazer,ser,confronto,,
74432,confronto,diante_de,,,
74433,diante_de,fazer,o,entre,
74434,confronto,diante_de,nacionalismo,,
74435,entre,confronto,albanês,,
74436,nacionalismo,entre,e,sérvio,
74437,albanês,nacionalismo,,,
74438,albanês,nacionalismo,,,
74439,ter,Broz,,,
74440,aumentar,,dia,,
74441,dia,em,,,
74442,dia,em,,,
74443,em,aumentar,o,último,
74444,aumentar,,,,
74445,,,em,",",especulação
74446,especulação,aumentar,,,
74447,aumentar,,o,sobre,
74448,especulação,aumentar,ocupar,,
74449,ocupar,sobre,,,
74450,sobre,especulação,quem,lugar,em
74451,lugar,ocupar,,,
74452,ocupar,sobre,o,de,
74453,lugar,ocupar,Mansell,,
74454,de,lugar,,,
74455,ocupar,sobre,Newmann/Hass,,
74456,Newmann/Hass,em,,,
74457,em,ocupar,o,,
74458,aumentar,,,,
74459,estranhar,,,,
74460,,,eles,fato,e
74461,fato,estranhar,,,
74462,estranhar,,o,de,
74463,fato,estranhar,sair,,
74464,sair,de,,,
74465,sair,de,,,
74466,de,fato,ele,não,de
74467,sair,de,barraco,,
74468,barraco,de,,,
74469,de,sair,o,,
74470,sair,de,,,
74471,estranhar,,,,
74472,estranhar,,polícia,,
74473,polícia,chamar,,,
74474,chamar,estranhar,o,,
74475,estranhar,,,,
74476,indigente,ser,,,
74477,ser,,um,conhecer,
74478,indigente,ser,como,,
74479,conhecer,indigente,Daniel,,
74480,como,conhecer,,,
74481,,,indigente,encontrar,.
74482,ser,,cair,por,
74483,encontrar,ser,em,em,
74484,cair,encontrar,rua,,
74485,rua,em,,,
74486,em,cair,o,Canindé,
74487,rua,em,,,
74488,cair,encontrar,madrugada,,
74489,madrugada,em,,,
74490,em,cair,o,de,
74491,madrugada,em,ontem,,
74492,de,madrugada,,,
74493,encontrar,ser,policial,,
74494,por,encontrar,estar,,
74495,estar,policial,,,
74496,policial,por,que,fazer,
74497,estar,policial,patrulhamento,,
74498,fazer,estar,,,
74499,ser,,,,
74500,candidato,dar,,,
74501,dar,,o,,
74502,,,candidato,entrevista,em
74503,entrevista,dar,,,
74504,dar,,rápido,,
74505,dar,,saguão,,
74506,saguão,em,,,
74507,em,dar,o,de,
74508,saguão,em,aeroporto,,
74509,aeroporto,de,,,
74510,de,saguão,o,,
74511,dar,,,,
74512,dar,,se,a,","
74513,dirigir,dar,,,
74514,dirigir,dar,Hotel_Delmonicos,,
74515,Hotel_Delmonicos,a,,,
74516,a,dirigir,o,,
74517,dirigir,dar,,,
74518,dirigir,dar,Park_Avenue,,
74519,Park_Avenue,em,,,
74520,em,dirigir,o,,
74521,dirigir,dar,,,
74522,dirigir,dar,Manhattan,,
74523,em,dirigir,",",ser,
74524,Manhattan,em,,,
74525,ser,Manhattan,,,
74526,diária,ser,,,
74527,ser,Manhattan,o,,
74528,Manhattan,em,onde,diária,de
74529,ser,Manhattan,US$,,
74530,de,ser,195,(,CR$
74531,US$,de,,,
74532,US$,de,,,
74533,US$,de,mil,,
74534,mil,CR$,,,
74535,CR$,US$,253,,
74536,US$,de,,,
74537,US$,de,fim_de_semana,,
74538,fim_de_semana,em,,,
74539,em,US$,o,,
74540,US$,de,,,
74541,US$,de,250,(,CR$
74542,US$,US$,,,
74543,US$,US$,,,
74544,US$,US$,mil,,
74545,mil,CR$,,,
74546,CR$,US$,325,,
74547,US$,US$,,,
74548,US$,US$,segunda,a,
74549,de,US$,,,
74550,de,US$,sexta-feira,,
74551,a,de,,,
74552,dar,,,,
74553,ser,,,,
74554,,,então,bom,ir
74555,ser,,,,
74556,Joyce_Pascowitch,ir,,,
74557,ir,ser,o,,
74558,ser,,Joyce_Pascowitch,preparar,
74559,preparar,ir,,,
74560,ir,ser,se,,
74561,ser,,,,
74562,,,bom,entupir,","
74563,ser,,,,
74564,entupir,ser,,,
74565,ser,,ela,nécessaire,de
74566,nécessaire,entupir,,,
74567,entupir,ser,o,,
74568,entupir,ser,Engov,,
74569,de,entupir,,,
74570,ser,,,,
74571,ir,ser,,,
74572,festa,ir,,,
74573,ir,ser,o,,
74574,ser,,que,festa,ser
74575,ir,ser,chato,,
74576,ser,ir,para_caramba,,
74577,chato,ser,,,
74578,compensar,,,,
74579,,,ele,em,","
74580,compensar,,Aspen,,
74581,em,compensar,,,
74582,compensar,,,,
74583,compensar,,malho,em,","
74584,malho,dar,,,
74585,dar,compensar,um,,
74586,dar,compensar,flor,,
74587,flor,em,,,
74588,em,dar,aquele,de,
74589,flor,em,nome,,
74590,de,flor,Rosane,,
74591,nome,de,,,
74592,dar,compensar,,,
74593,dar,compensar,,,
74594,dar,compensar,,,
74595,dar,compensar,fotógrafo,,
74596,na_frente_de,dar,,,
74597,compensar,,,,
74598,simbolizar,,alquimia,,
74599,alquimia,em,,,
74600,em,simbolizar,o,medieval,
74601,alquimia,em,,,
74602,simbolizar,,,,
74603,árvore,simbolizar,,,
74604,simbolizar,,o,,
74605,,,em,",",árvore
74606,transformação,simbolizar,,,
74607,simbolizar,,o,",",cercar
74608,transformação,simbolizar,,,
74609,cercar,transformação,,,
74610,transformação,simbolizar,sempre,de,
74611,cercar,transformação,globo,,
74612,de,cercar,reluzente,corresponder,
74613,globo,de,,,
74614,corresponder,globo,,,
74615,globo,de,que,a,
74616,corresponder,globo,planeta,,
74617,planeta,a,,,
74618,a,corresponder,o,,
74619,simbolizar,,,,
74620,alcançar,,,,
74621,alcançar,,,,
74622,proporção,alcançar,,,
74623,alcançar,,o,de,","
74624,proporção,alcançar,empresário,,
74625,de,proporção,em,,
74626,empresário,de,partido,,
74627,partido,em,,,
74628,em,empresário,o,,
74629,proporção,alcançar,,,
74630,ser,proporção,,,
74631,proporção,alcançar,que,de,
74632,ser,proporção,%,,
74633,%,de,,,
74634,de,ser,22,,
74635,proporção,alcançar,,,
74636,alcançar,,,,
74637,,,em_contrapartida,",",proporção
74638,marca,alcançar,,,
74639,alcançar,,o,de,
74640,marca,alcançar,%,,
74641,%,de,,,
74642,de,marca,54,,
74643,alcançar,,,,
74644,conseguir,,dinheiro,,
74645,dinheiro,com,,,
74646,com,conseguir,o,de,
74647,dinheiro,com,amendoim,,
74648,amendoim,de,,,
74649,de,dinheiro,o,,
74650,conseguir,,,,
74651,,,com,Guidi,comprar
74652,conseguir,,camionete,,
74653,camionete,comprar,,,
74654,comprar,conseguir,dois,e,trator
74655,camionete,comprar,,,
74656,trator,camionete,,,
74657,camionete,comprar,um,de,
74658,trator,camionete,hp,,
74659,hp,de,,,
74660,de,trator,150,,
74661,conseguir,,,,
74662,conseguir,,construir,,
74663,estar,conseguir,casa,em,
74664,casa,construir,,,
74665,construir,estar,um,,
74666,construir,estar,pontal,,
74667,em,construir,,,
74668,conseguir,,,,
74669,ter,conseguir,,,
74670,conseguir,,ainda,para,
74671,ter,conseguir,receber,,
74672,para,ter,US$,,
74673,receber,para,mil,referente_a,
74674,mil,US$,,,
74675,US$,receber,470,,
74676,US$,receber,venda,,
74677,venda,referente_a,,,
74678,referente_a,US$,o,de,
74679,venda,referente_a,saca,,
74680,saca,de,,,
74681,saca,de,,,
74682,de,venda,"49,4",mil,
74683,conseguir,,,,
74684,trabalhar,,,,
74685,,,«,com,há
74686,trabalhar,,amendoim,,
74687,com,trabalhar,,,
74688,trabalhar,,ano,,
74689,ano,há,,,
74690,há,trabalhar,27,,
74691,trabalhar,,,,
74692,ter,trabalhar,,,
74693,trabalhar,,sempre,lucro,
74694,ter,trabalhar,,,
74695,trabalhar,,,,
74696,banco,apresentar,,,
74697,apresentar,,o,,
74698,,,banco,em,nível
74699,apresentar,,1993,,
74700,em,apresentar,,,
74701,nível,apresentar,,,
74702,apresentar,,um,de,
74703,nível,apresentar,alavancagem,,
74704,de,nível,alto,,
74705,alavancagem,de,,,
74706,apresentar,,,,
74707,apresentar,,agressividade,,
74708,agressividade,demonstrar,,,
74709,demonstrar,apresentar,grande,em,
74710,agressividade,demonstrar,operação,,
74711,operação,em,,,
74712,operação,em,,,
74713,em,agressividade,o,seu,
74714,apresentar,,,,
74715,sair,,termo,,
74716,em,sair,político,,
74717,termo,em,,,
74718,sair,,,,
74719,país,sair,,,
74720,sair,,o,,
74721,,,em,",",país
74722,sair,,eleição,,
74723,eleição,de,,,
74724,de,sair,o,,
74725,sair,,estado,,
74726,estado,com,,,
74727,com,sair,um,vigoroso,
74728,vigoroso,estado,,,
74729,estado,com,mais,e,democrático
74730,vigoroso,estado,,,
74731,vigoroso,estado,,,
74732,sair,,,,
74733,sair,,condição,,
74734,condição,em,,,
74735,em,sair,bom,de,
74736,condição,em,enfrentar,,
74737,de,condição,inflação,,
74738,inflação,enfrentar,,,
74739,enfrentar,de,o,e,desemprego
74740,inflação,enfrentar,,,
74741,desemprego,inflação,,,
74742,inflação,enfrentar,o,,
74743,sair,,,,
74744,,,se,reorientar,.
74745,poder,,,,
74746,poder,,para,e,contribuir
74747,reorientar,poder,produção,,
74748,produção,para,,,
74749,produção,para,,,
74750,para,reorientar,um,grande,industrial
74751,produção,para,,,
74752,reorientar,poder,,,
74753,reorientar,poder,para,,
74754,contribuir,reorientar,criação,,
74755,criação,para,,,
74756,para,contribuir,o,de,","
74757,criação,para,emprego,,
74758,emprego,de,,,
74759,de,criação,muito,e,riqueza
74760,emprego,de,,,
74761,emprego,de,,,
74762,criação,para,,,
74763,criação,para,natural,de,
74764,consequência,criação,,,
74765,consequência,criação,processo,,
74766,processo,de,,,
74767,de,consequência,o,,
74768,poder,,,,
74769,mandar,,,,
74770,mandar,,,,
74771,mandar,,ameaça,,
74772,ameaça,diante_de,,,
74773,diante_de,mandar,o,de,de
74774,ameaça,diante_de,tribunal,,
74775,tribunal,de,,,
74776,de,ameaça,o,,
74777,ameaça,diante_de,entrar,,
74778,de,ameaça,com,,
74779,entrar,de,ação,,
74780,ação,com,,,
74781,com,entrar,um,judicial,
74782,ação,com,,,
74783,mandar,,,,
74784,governo,mandar,,,
74785,mandar,,o,,
74786,,,posteriormente,",",diante_de
74787,mandar,,congresso,,
74788,congresso,a,,,
74789,a,mandar,o,,
74790,alteração,mandar,,,
74791,mandar,,um,a,
74792,alteração,mandar,projeto,,
74793,projeto,a,,,
74794,a,alteração,o,,
74795,mandar,,,,
74796,mandar,,para,dotação,
74797,aumentar,mandar,R$,,
74798,para,aumentar,milhão,,
