,FORM_PARENT,FORM_GRAND_PARENT,FORM_CHILD_1,FORM_CHILD_2,FORM_CHILD_3
74771,mandou,,ameaça,,
74772,ameaça,diante_de,,,
74773,diante_de,mandou,a,de,de
74774,ameaça,diante_de,tribunal,,
74775,tribunal,de,,,
74776,de,ameaça,o,,
74777,ameaça,diante_de,entrar,,
74778,de,ameaça,com,,
74779,entrar,de,ação,,
74780,ação,com,,,
74781,com,entrar,uma,judicial,
74782,ação,com,,,
74783,mandou,,,,
74784,governo,mandou,,,
74785,mandou,,o,,
74786,,,Posteriormente,",",diante_de
74787,mandou,,Congresso,,
74788,Congresso,a,,,
74789,a,mandou,o,,
74790,alteração,mandou,,,
74791,mandou,,uma,a,
74792,alteração,mandou,projeto,,
74793,projeto,a,,,
74794,a,alteração,o,,
74795,mandou,,,,
74796,mandou,,para,dotação,
74797,aumentando,mandou,R$,,
74798,para,aumentando,milhões,,
74799,milhões,R$,,,
74800,R$,para,"452,7",,
74801,dotação,aumentando,,,
74802,aumentando,mandou,a,de,
74803,dotação,aumentando,TSE,,
74804,TSE,de,,,
74805,de,dotação,o,,
74806,mandou,,,,
74807,extrapola,,inflação,,
74808,Prometer,extrapola,zero,,
74809,inflação,Prometer,,,
74810,,,Prometer,domínio,
74811,domínio,extrapola,,,
74812,extrapola,,o,de,
74813,domínio,extrapola,aquilo,,
74814,de,domínio,pode,,
74815,comprometer,pode,,,
74816,autoridade,pode,,,
74817,pode,aquilo,a,monetária,
74818,autoridade,pode,,,
74819,aquilo,de,autoridade,comprometer,
74820,comprometer,pode,,,
74821,pode,aquilo,que,se,a
74822,comprometer,pode,fazer,,
74823,a,comprometer,,,
74824,será,dirá,,,
74825,será,dirá,,,
74826,dirá,,Se,isso,cumprido
74827,será,dirá,em,,
74828,cumprido,será,prática,,
74829,prática,em,,,
74830,em,cumprido,a,,
74831,dirá,,,,
74832,tempo,dirá,,,
74833,tempo,dirá,,,
74834,dirá,,só,o,
74835,,,será,",",tempo
74836,dirá,,,,
74837,acrescenta,,estivesse,,
74838,estivesse,É,,,
74839,É,acrescenta,como_se,lá,
74840,estivesse,É,,,
74841,acrescenta,,,,
74842,acrescenta,,,,
74843,,,É,»,","
74844,acrescenta,,,,
74845,acrescenta,,,,
74846,impõe,,razões,,
74847,razões,Por,,,
74848,Por,impõe,as,alinhadas,","
74849,razões,Por,,,
74850,razões,Por,,,
74851,refletem,razões,,,
74852,refletem,razões,,,
74853,razões,Por,que,não,conjeturas
74854,conjeturas,refletem,,,
74855,refletem,razões,apenas,teóricas,
74856,conjeturas,refletem,,,
74857,refletem,razões,,,
74858,refletem,razões,,,
74859,experiência,refletem,,,
74860,refletem,razões,a,vivida,
74861,vivida,experiência,,,
74862,experiência,refletem,duramente,por,em
74863,vivida,experiência,nação,,
74864,nação,por,,,
74865,por,vivida,a,,
74866,vivida,experiência,décadas,,
74867,décadas,em,,,
74868,décadas,em,,,
74869,décadas,em,,,
74870,em,vivida,as,últimas,duas
74871,impõe,,,,
74872,impõe,,,,
74873,,,Por,",",se
74874,impõe,,basta,a,
74875,basta,dar,,,
74876,dar,impõe,um,definitivo,
74877,basta,dar,,,
74878,dar,impõe,remanescentes,,
74879,remanescentes,a,,,
74880,remanescentes,a,,,
74881,a,dar,todos,os,de
74882,remanescentes,a,indexação,,
74883,de,remanescentes,formal,,
74884,indexação,de,,,
74885,remanescentes,a,,,
74886,remanescentes,a,eles,em,
74887,sejam,remanescentes,,,
74888,sejam,remanescentes,taxas,(,TR
74889,taxas,em,,,
74890,em,sejam,as,de,
74891,taxas,em,juros,,
74892,de,taxas,nominais,,
74893,juros,de,,,
74894,em,sejam,,,
74895,em,sejam,,,
74896,em,sejam,,,
74897,em,sejam,,,
74898,em,sejam,recolhimento,,
74899,recolhimento,em,,,
74900,em,em,o,de,
74901,recolhimento,em,tributos,,
74902,tributos,de,,,
74903,de,recolhimento,os,(,Ufir
74904,tributos,de,,,
74905,tributos,de,e,correlatos,
74906,Ufir,tributos,,,
74907,Ufir,tributos,,,
74908,tributos,de,,,
74909,em,sejam,,,
74910,em,sejam,salários,,
74911,salários,em,,,
74912,em,em,os,(,IPC-r
74913,salários,em,,,
74914,salários,em,,,
74915,salários,em,,,
74916,impõe,,,,
74917,,,apelos,.,
74918,apelos,Há,,,
74919,Há,,outros,de,seduzem
74920,apelos,Há,fita,,
74921,fita,de,,,
74922,de,apelos,a,,
74923,seduzem,apelos,,,
74924,apelos,Há,que,gamemaníacos,
74925,gamemaníacos,seduzem,,,
74926,gamemaníacos,seduzem,,,
74927,seduzem,apelos,os,«,»
74928,gamemaníacos,seduzem,,,
74929,gamemaníacos,seduzem,,,
74930,fãs,gamemaníacos,,,
74931,fãs,gamemaníacos,,,
74932,gamemaníacos,seduzem,especialmente,os,de
74933,fãs,gamemaníacos,Ayrton_Senna,,
74934,de,fãs,,,
74935,Há,,,,
74936,seria,disse,,,
74937,seria,disse,,,
74938,seria,disse,,,
74939,seria,disse,,,
74940,disse,,«,Este,sim
74941,seria,disse,,,
74942,seria,disse,certeza,,
74943,com,seria,,,
74944,seria,disse,,,
74945,disse,,,,
74946,,,seria,",",.
74947,disse,,,,
74948,seria,disse,,,
74949,Viola,seria,,,
74950,seria,disse,O,ou,Ronaldão
74951,Viola,seria,,,
74952,Ronaldão,Viola,,,
74953,Viola,seria,o,,
74954,disse,,«,Viola,black_man
74955,black_man,seria,,,
74956,black_man,seria,,,
74957,seria,disse,um,','
74958,black_man,seria,,,
74959,black_man,seria,,,
74960,seria,disse,,,
74961,,,seria,um,.
74962,disse,,de,,
74963,um,disse,modelos,,
74964,modelos,de,,,
74965,de,um,os,masculinos,de
74966,modelos,de,,,
74967,modelos,de,Ford,,
74968,Ford,de,,,
74969,de,modelos,a,,
74970,modelos,de,,,
74971,quis,modelos,,,
74972,quis,modelos,,,
74973,quis,modelos,,,
74974,modelos,de,que,também,não
74975,identificar,quis,,,
74976,quis,modelos,se,,
74977,disse,,,,
74978,conta,,assim,com,
74979,Esteve,conta,,,
74980,Esteve,conta,astro,,
74981,astro,com,,,
74982,com,Esteve,o,de,","
74983,astro,com,conferência,,
74984,conferência,de,,,
74985,de,astro,a,,
74986,astro,com,,,
74987,astro,com,Keynes,sujeito,
74988,lorde,astro,,,
74989,sujeito,lorde,,,
74990,sujeito,lorde,,,
74991,lorde,astro,«,um,sutil
74992,sujeito,lorde,,,
74993,sujeito,lorde,,,
74994,expositor,sujeito,,,
74995,sujeito,lorde,bom,,
74996,sujeito,lorde,,,
74997,persuasivo,sujeito,,,
74998,sujeito,lorde,muito,,
74999,sujeito,lorde,,,
75000,conta,,,,
75001,,,Esteve,",",Campos
75002,conta,,,,
75003,conta,,,,
75004,reclamou,disse,,,
75005,reclamou,disse,,,
75006,disse,,«,Ele,de
75007,reclamou,disse,pagariam,,
75008,pagariam,de,,,
75009,pagariam,de,,,
75010,pagariam,de,,,
75011,de,reclamou,que,não,lhe
75012,prometido,pagariam,,,
75013,pagariam,de,o,,
75014,pagariam,de,,,
75015,dariam,pagariam,,,
75016,dariam,pagariam,,,
75017,pagariam,de,não,lhe,carro
75018,carro,dariam,,,
75019,dariam,pagariam,um,,
75020,pagariam,de,,,
75021,bancariam,pagariam,,,
75022,bancariam,pagariam,,,
75023,pagariam,de,que,só,meses
75024,meses,bancariam,,,
75025,bancariam,pagariam,seis,de,e
75026,meses,bancariam,aluguel,,
75027,de,meses,de,,
75028,aluguel,de,casa,,
75029,casa,de,,,
75030,de,aluguel,sua,,
75031,meses,bancariam,,,
75032,anos,meses,,,
75033,anos,meses,,,
75034,anos,meses,,,
75035,meses,bancariam,não,os,quatro
75036,bancariam,pagariam,,,
75037,esperava,bancariam,,,
75038,bancariam,pagariam,como,,
75039,reclamou,disse,,,
75040,disse,,,,
75041,,,reclamou,",",dirigente
75042,dirigente,disse,,,
75043,disse,,o,,
75044,disse,,,,
75045,debutou,,,,
75046,debutou,,papel,que,
75047,papel,em,,,
75048,em,debutou,esse,,
75049,em,debutou,,,
75050,debutou,,,,
75051,debutou,,por,,
75052,encarnada,debutou,Jacqueline,,
75053,Jacqueline,por,,,
75054,por,encarnada,outra,(,Bisset
75055,Jacqueline,por,,,
75056,Jacqueline,por,,,
75057,Jacqueline,por,,,
75058,debutou,,,,
75059,debutou,,,,
75060,,,Foi,em,","
75061,debutou,,tela,,
75062,tela,em,,,
75063,em,debutou,a,,
75064,debutou,,,,
75065,anos,depois,,,
75066,depois,debutou,15,,
75067,debutou,,anos,de,
75068,depois,debutou,ter-,,
75069,de,depois,transformado,,
75070,transformado,ter-,,,
75071,ter-,de,se,em,
75072,transformado,ter-,viúva,,
75073,pranteada,viúva,,,
75074,pranteada,viúva,,,
75075,viúva,em,a,mais,e
75076,pranteada,viúva,,,
75077,pranteada,viúva,,,
75078,em,transformado,pranteada,de,
75079,viúva,em,século,,
75080,século,de,,,
75081,de,viúva,este,,
75082,debutou,,,,
75083,dedicava,,ruim,,
75084,ruim,Além_de,,,
75085,Além_de,dedicava,muito,,
75086,dedicava,,,,
75087,filme,dedicava,,,
75088,dedicava,,o,«,O_Magnata_Grego
75089,filme,dedicava,,,
75090,filme,dedicava,,,
75091,filme,dedicava,,,
75092,filme,dedicava,,,
75093,filme,dedicava,,,
75094,filme,dedicava,,,
75095,,,Além_de,",",filme
75096,atenção,dedicava,,,
75097,dedicava,,mais,,
75098,dedicava,,marido,,
75099,marido,a,,,
75100,marido,a,,,
75101,marido,a,,,
75102,a,dedicava,o,seu,segundo
75103,marido,a,,,
75104,marido,a,por,,
75105,interpretado,marido,Anthony_Quinn,,
75106,por,interpretado,",",faria,
75107,Anthony_Quinn,por,,,
75108,faria,Anthony_Quinn,,,
75109,faria,Anthony_Quinn,,,
75110,Anthony_Quinn,por,que,aliás,papel
75111,papel,faria,,,
75112,faria,Anthony_Quinn,o,de,
75113,papel,faria,Sócrates_Onassis,,
75114,de,papel,(,sogro,)
75115,Sócrates_Onassis,de,,,
75116,Sócrates_Onassis,de,de,,
75117,sogro,Sócrates_Onassis,Jackie,,
75118,de,sogro,,,
75119,Sócrates_Onassis,de,,,
75120,faria,Anthony_Quinn,telefilme,,
75121,telefilme,em,,,
75122,em,faria,o,«,Onassis:_The_Richest_Man_in_the_World
75123,telefilme,em,,,
75124,telefilme,em,,,
75125,telefilme,em,,,
75126,telefilme,em,,,
75127,telefilme,em,em,,
75128,produzido,telefilme,1988,,
75129,em,produzido,,,
75130,dedicava,,,,
75131,diz,,,,
75132,,,Vasco,fez,
75133,fez,diz,,,
75134,fez,diz,,,
75135,diz,,que,não,seguro
75136,fez,diz,,,
75137,fez,diz,Dener,,
75138,para,fez,,,
75139,disse,,a,,
75140,Ontem,disse,tarde,,
75141,tarde,a,,,
75142,a,Ontem,a,,
75143,disse,,,,
75144,disse,,,,
75145,,,Ontem,",",Pacheco
75146,esperará,disse,,,
75147,disse,,que,até,para
75148,esperará,disse,terça-feira,,
75149,até,esperará,,,
75150,esperará,disse,envie,,
75151,envie,para,,,
75152,clube,envie,,,
75153,envie,para,o,carioca,
75154,clube,envie,,,
75155,para,esperará,que,clube,cópia
75156,cópia,envie,,,
75157,envie,para,uma,de,
75158,cópia,envie,seguro,,
75159,seguro,de,,,
75160,de,cópia,o,de,
75161,seguro,de,vida,,
75162,de,seguro,previsto,,
75163,vida,de,em,,
75164,previsto,vida,contrato,,
75165,contrato,em,,,
75166,em,previsto,o,de,de
75167,contrato,em,empréstimo,,
75168,de,contrato,,,
75169,contrato,em,meia,,
75170,meia,de,,,
75171,de,contrato,o,Dener,
75172,meia,de,",",morto,
75173,Dener,meia,,,
75174,Dener,meia,terça-feira,,
75175,morto,Dener,,,
75176,disse,,,,
75177,proíbe,,Miranda,,
75178,Segundo,proíbe,,,
75179,proíbe,,,,
75180,legislação,proíbe,,,
75181,proíbe,,a,brasileira,
75182,legislação,proíbe,,,
75183,,,Segundo,",",legislação
75184,tenha,proíbe,,,
75185,seguro,tenha,,,
75186,tenha,proíbe,um,de,
75187,seguro,tenha,natureza,,
75188,natureza,de,,,
75189,de,seguro,esta,,
75190,proíbe,,que,seguro,como
75191,tenha,proíbe,beneficiário,,
75192,como,tenha,,,
75193,empresa,tenha,,,
75194,tenha,proíbe,uma,ou,associação
75195,empresa,tenha,,,
75196,empresa,tenha,,,
75197,proíbe,,,,
75198,,,certo,está,.
75199,É,,,,
75200,está,É,,,
75201,está,É,,,
75202,está,É,,,
75203,está,É,,,
75204,governo,está,,,
75205,está,É,o,,
75206,É,,que,",",desta_vez
75207,atento,está,,,
75208,está,É,mais,do_que,
75209,atento,está,em,,
75210,do_que,atento,Plano_Cruzado,,
75211,Plano_Cruzado,em,,,
75212,em,do_que,o,,
75213,está,É,,,
75214,está,É,usar,",",","
75215,vai,está,segundo,artifícios,para
75216,vai,está,,,
75217,usar,vai,ministro,,
75218,ministro,segundo,,,
75219,segundo,usar,o,Rubens_Ricupero,
75220,ministro,segundo,,,
75221,vai,está,,,
75222,artifícios,usar,,,
75223,artifícios,usar,,,
75224,usar,vai,todos,os,
75225,usar,vai,evitar,,
75226,para,usar,febre,,
75227,febre,evitar,,,
75228,evitar,para,uma,de,
75229,febre,evitar,consumo,,
75230,de,febre,,,
75231,É,,,,
75232,,,ontem,por,entrevista
75233,Recebi,,,,
75234,Recebi,,fax,,
75235,por,Recebi,,,
75236,Recebi,,concedeu,,
75237,concedeu,entrevista,,,
75238,concedeu,entrevista,,,
75239,entrevista,Recebi,que,ele,em
75240,concedeu,entrevista,1979,,
75241,em,concedeu,,,
75242,concedeu,entrevista,revista,,
75243,revista,para,,,
75244,para,concedeu,a,«,Especial
75245,revista,para,,,
75246,revista,para,,,
75247,revista,para,,,
75248,revista,para,,,
75249,expõe,revista,,,
75250,revista,para,onde,visão,
75251,visão,expõe,,,
75252,expõe,revista,sua,sobre,
75253,visão,expõe,mulher,,
75254,mulher,sobre,,,
75255,sobre,visão,a,,
75256,Recebi,,,,
75257,pode,,,,
75258,gente,pode,,,
75259,pode,,A,,
75260,pensar,pode,,,
75261,,,«,gente,pensar
75262,pode,,não,em,houver
75263,pensar,pode,jogar,,
75264,em,pensar,mulher,em,
75265,mulher,jogar,,,
75266,jogar,em,a,,
75267,jogar,em,mercado,,
75268,mercado,em,,,
75269,em,jogar,o,de,
75270,mercado,em,trabalho,,
75271,de,mercado,,,
75272,houver,pensar,,,
75273,pensar,pode,enquanto,excesso,
75274,houver,pensar,de,,
75275,excesso,houver,mão-de-obra,,
75276,de,excesso,,,
75277,pode,,,,
75278,pode,,,,
75279,defende,,,,
75280,defende,,,,
75281,defende,,entrevista,,
75282,entrevista,em,,,
75283,em,defende,essa,,
75284,defende,,,,
75285,defende,,,,
75286,defende,,,,
75287,defende,,,,
75288,,,Aliás,",",em
75289,legalização,defende,,,
75290,defende,,a,de,
75291,legalização,defende,aborto,,
75292,aborto,de,,,
75293,de,legalização,o,,
75294,defende,,argumentos,,
75295,com,defende,razoáveis,,
75296,argumentos,com,,,
75297,defende,,,,
75298,cedeu,defende,,,
75299,cedeu,defende,,,
75300,cedeu,defende,,,
75301,cedeu,defende,motivos,,
75302,por,cedeu,eleitoreiros,,
75303,motivos,por,,,
75304,cedeu,defende,,,
75305,defende,,",",agora,","
75306,cedeu,defende,pressão,,
75307,pressão,a,,,
75308,a,cedeu,a,de,
75309,pressão,a,Igreja_Católica,,
75310,Igreja_Católica,de,,,
75311,de,pressão,a,,
75312,defende,,,,
75313,,,importante,notar,.
75314,Acho,,,,
75315,Acho,,mudou,,
75316,mudou,notar,,,
75317,Bienal,mudou,,,
75318,mudou,notar,a,,
75319,notar,Acho,que,Bienal,maneira
75320,maneira,mudou,,,
75321,mudou,notar,a,de,
75322,maneira,mudou,conseguir,,
75323,de,maneira,patrocínio,,
75324,conseguir,de,cultural,em,","
75325,patrocínio,conseguir,,,
75326,patrocínio,conseguir,país,,
75327,país,em,,,
75328,em,patrocínio,o,,
75329,patrocínio,conseguir,,,
75330,era,patrocínio,,,
75331,era,patrocínio,,,
75332,patrocínio,conseguir,que,antes,feito
75333,era,patrocínio,a,,
75334,feito,era,base,,
75335,base,a,,,
75336,a,feito,a,de,
75337,base,a,me_dá_um_dinheiro_aí,,
75338,me_dá_um_dinheiro_aí,de,,,
75339,me_dá_um_dinheiro_aí,de,,,
75340,de,base,o,«,»
75341,me_dá_um_dinheiro_aí,de,,,
75342,Acho,,,,
75343,demos,,sala,para,
75344,sala,Vendendo,,,
75345,Vendendo,demos,cada,especial,
75346,sala,Vendendo,,,
75347,Vendendo,demos,patrocinador,,
75348,patrocinador,para,,,
75349,para,Vendendo,um,exclusivo,
75350,patrocinador,para,,,
75351,demos,,,,
75352,,,Vendendo,",",a
75353,demos,,ele,,
75354,a,demos,,,
75355,retorno,demos,,,
75356,demos,,um,palpável,","
75357,mais,palpável,,,
75358,palpável,retorno,muito,,
75359,retorno,demos,mais,,
75360,retorno,demos,,,
75361,retorno,demos,anúncios,,
75362,com,retorno,em,e,abatimento
75363,anúncios,com,meios,,
75364,em,anúncios,de,,
75365,meios,em,comunicação,,
75366,de,meios,,,
75367,anúncios,com,,,
75368,abatimento,anúncios,,,
75369,anúncios,com,o,de,
75370,abatimento,anúncios,impostos,,
75371,de,abatimento,,,
75372,demos,,,,
75373,for,ter,,,
75374,Bienal,for,,,
75375,for,ter,a,,
75376,ter,deverá,Se,Bienal,até
75377,for,ter,dia,,
75378,dia,até,,,
75379,até,for,o,11,de
75380,dia,até,,,
75381,dia,até,dezembro,,
75382,de,dia,,,
75383,deverá,,,,
75384,,,",",ter,.
75385,deverá,,for,público,seguindo
75386,público,ter,,,
75387,ter,deverá,um,total,de
75388,público,ter,,,
75389,público,ter,em,pagantes,
75390,de,público,máximo,,
75391,máximo,em,,,
75392,em,de,o,,
75393,pagantes,de,,,
75394,pagantes,de,,,
75395,de,público,250,mil,
75396,público,ter,,,
75397,público,ter,crianças,,
75398,crianças,além_de,,,
75399,crianças,além_de,,,
75400,crianças,além_de,,,
75401,além_de,público,quase,200,mil
75402,público,ter,,,
75403,ter,deverá,projeção,,
75404,projeção,seguindo,,,
75405,seguindo,ter,a,,
75406,deverá,,,,
75407,é,,volante,,
75408,volante,Para,,,
75409,Para,é,o,Dinho,","
75410,volante,Para,,,
75411,volante,Para,,,
75412,volante,Para,de,,
75413,um,volante,jogadores,,
75414,jogadores,de,,,
75415,de,um,os,responsáveis,
75416,jogadores,de,por,,
75417,responsáveis,jogadores,setor,,
75418,setor,por,,,
75419,por,responsáveis,o,de,
75420,setor,por,marcação,,
75421,de,setor,de,,
75422,marcação,de,Santos,,
75423,Santos,de,,,
75424,de,marcação,o,,
75425,volante,Para,,,
75426,,,Para,impossível,segurar
75427,é,,,,
75428,é,,ataque,,
75429,ataque,segurar,,,
75430,segurar,é,o,de,
75431,ataque,segurar,São_Paulo,,
75432,São_Paulo,de,,,
75433,de,ataque,o,de,
75434,São_Paulo,de,técnico,,
75435,técnico,de,,,
75436,de,São_Paulo,o,Telê_Santana,
75437,técnico,de,,,
75438,é,,,,
75439,chegaremos,,,,
75440,vencermos,chegaremos,,,
75441,chegaremos,,Se,jogos,
75442,jogos,vencermos,,,
75443,jogos,vencermos,,,
75444,vencermos,chegaremos,esses,quatro,
75445,chegaremos,,,,
75446,,,«,vencermos,","
75447,chegaremos,,%,,
75448,%,a,,,
75449,a,chegaremos,80,de,
75450,%,a,aproveitamento,,
75451,de,%,de,,
75452,aproveitamento,de,pontos,,
75453,pontos,de,,,
75454,de,aproveitamento,os,disputados,
75455,pontos,de,,,
75456,chegaremos,,,,
75457,afirmou,,,,
75458,,,Gianetti_da_Fonseca,tem,.
75459,tem,afirmou,,,
75460,avaliação,tem,,,
75461,tem,afirmou,a,,
75462,afirmou,,que,avaliação,que
75463,tem,afirmou,,,
75464,tem,afirmou,feita,,
75465,ser,tem,por,,
75466,feita,ser,pares,,
75467,pares,por,,,
75468,por,feita,«,»,(
75469,pares,por,,,
75470,pares,por,,,
75471,pares,por,de,,
75472,pesquisadores,pares,área,,
75473,área,de,,,
75474,área,de,,,
75475,de,pesquisadores,a,mesma,
75476,pares,por,,,
75477,pares,por,,,
75478,façam,pares,,,
75479,façam,pares,,,
75480,pares,por,que,não,parte
75481,façam,pares,de,,
75482,parte,façam,grupo,,
75483,grupo,de,,,
75484,de,parte,o,analisado,
75485,grupo,de,,,
75486,afirmou,,,,
75487,,,oscilava,.,
75488,oscilava,Mostrou,,,
75489,maioria,oscilava,,,
75490,oscilava,Mostrou,a,de,
75491,maioria,oscilava,políticos,,
75492,políticos,de,,,
75493,políticos,de,,,
75494,de,maioria,os,seus,profissionais
75495,políticos,de,,,
75496,respeitabilidade,pode,,,
75497,pode,políticos,cuja,,
75498,posta,ser,,,
75499,políticos,de,respeitabilidade,ser,
75500,pode,políticos,posta,,
75501,ser,pode,não,em,
75502,posta,ser,dúvida,,
75503,em,posta,,,
75504,Mostrou,,que,maioria,entre
75505,oscilava,Mostrou,centro,,
75506,centro,entre,,,
75507,entre,oscilava,o,nacionalista,e
75508,centro,entre,,,
75509,centro,entre,,,
75510,radicais,centro,,,
75511,centro,entre,os,de,
75512,radicais,centro,PMDB,,
75513,PMDB,de,,,
75514,de,radicais,o,,
75515,Mostrou,,,,
75516,vive,,,,
75517,,,Freddy_Tatoo,atualmente,em
75518,vive,,,,
75519,vive,,Bolonha,,
75520,em,vive,,,
75521,vive,,,,
75522,está,vive,,,
75523,vive,,já,acostumado,
75524,está,vive,a,,
75525,acostumado,está,circuito,,
75526,circuito,a,,,
75527,a,acostumado,o,internacional,de
75528,circuito,a,,,
75529,circuito,a,tatuagem,,
75530,tatuagem,de,,,
75531,de,circuito,a,,
75532,vive,,,,
75533,advogado,recusou,,,
75534,recusou,,O,José_Carlo_Dri,
75535,advogado,recusou,",",defende,","
75536,José_Carlo_Dri,advogado,,,
75537,defende,José_Carlo_Dri,,,
75538,José_Carlo_Dri,advogado,que,responsáveis,
75539,responsáveis,defende,,,
75540,defende,José_Carlo_Dri,os,por,
75541,responsáveis,defende,boate,,
75542,boate,por,,,
75543,por,responsáveis,a,,
75544,José_Carlo_Dri,advogado,,,
75545,recusou,,,,
75546,,,advogado,se,a
75547,recusou,,falar,,
75548,a,recusou,,,
75549,recusou,,,,
75550,Voto,afirmou,,,
75551,afirmou,,«,em,fez
75552,Voto,afirmou,Fernando_Henrique,,
75553,Fernando_Henrique,em,,,
75554,em,Voto,o,,
75555,fez,Voto,,,
75556,fez,Voto,,,
75557,Voto,afirmou,porque,ele,Plano_Real
75558,Plano_Real,fez,,,
75559,fez,Voto,o,,
75560,Voto,afirmou,,,
75561,afirmou,,,,
75562,,,Voto,",",prefeito
75563,prefeito,afirmou,,,
75564,prefeito,afirmou,,,
75565,afirmou,,o,vice-,","
75566,prefeito,afirmou,,,
75567,prefeito,afirmou,,,
75568,prefeito,afirmou,,,
75569,prefeito,afirmou,PPR,,
75570,PPR,de,,,
75571,de,prefeito,o,,
75572,afirmou,,,,
75573,É,,,,
75574,,,«,obra,e
75575,obra,É,,,
75576,É,,uma,fala,
75577,fala,obra,,,
75578,obra,É,que,de,
75579,fala,obra,fé,,
75580,de,fala,,,
75581,É,,,,
75582,espero,É,,,
75583,É,,eu,possibilite,
75584,possibilite,espero,,,
75585,espero,É,que,a,compreensão
75586,possibilite,espero,público,,
75587,público,a,,,
75588,a,possibilite,o,,
75589,compreensão,possibilite,,,
75590,possibilite,espero,uma,direta,de
75591,compreensão,possibilite,,,
75592,compreensão,possibilite,gospel,,
75593,gospel,de,,,
75594,de,compreensão,o,",",música
75595,gospel,de,,,
75596,música,gospel,,,
75597,gospel,de,uma,de,
75598,música,gospel,palavras,,
75599,de,música,simples,,
75600,palavras,de,e,profundas,
75601,simples,palavras,,,
75602,simples,palavras,,,
75603,É,,,,
75604,É,,,,
75605,atuar,vai,,,
75606,vai,,,,
75607,atuar,vai,dirigir,,
75608,além_de,atuar,grupo,,
75609,grupo,dirigir,,,
75610,dirigir,além_de,seu,sediado,
75611,grupo,dirigir,em,,
75612,sediado,grupo,Nova_York,,
75613,em,sediado,,,
75614,vai,,,,
75615,vai,,,,
75616,atuar,vai,,,
75617,,,",",",",ele
75618,vai,,Agora,além_de,também
75619,atuar,vai,coreógrafo-residente,,
75620,como,atuar,de,,
75621,coreógrafo-residente,como,Ballet_da_Ópera_de_Lyon,,
75622,Ballet_da_Ópera_de_Lyon,de,,,
75623,de,coreógrafo-residente,o,",",acaba
75624,Ballet_da_Ópera_de_Lyon,de,,,
75625,acaba,Ballet_da_Ópera_de_Lyon,,,
75626,Ballet_da_Ópera_de_Lyon,de,que,de,nomear-
75627,acaba,Ballet_da_Ópera_de_Lyon,,,
75628,acaba,Ballet_da_Ópera_de_Lyon,lo,para,
75629,nomear-,acaba,,,
75630,nomear-,acaba,cargo,,
75631,cargo,para,,,
75632,para,nomear-,o,",",ocupado
75633,cargo,para,,,
75634,ocupado,cargo,,,
75635,cargo,para,antes,por,
75636,ocupado,cargo,Maguy_Marin,,
75637,por,ocupado,,,
75638,vai,,,,
75639,criou,,«,An_American_Evening,»
75640,Para,criou,,,
75641,Para,criou,,,
75642,Para,criou,,,
75643,criou,,,,
75644,,,Para,ele,Extra_Veinous
75645,Extra_Veinous,criou,,,
75646,criou,,«,»,","
75647,Extra_Veinous,criou,,,
75648,Extra_Veinous,criou,,,
75649,título,significa,,,
75650,significa,Extra_Veinous,cujo,,
75651,Extra_Veinous,criou,título,contrário,
75652,contrário,significa,,,
75653,significa,Extra_Veinous,o,de,
75654,contrário,significa,«,intravenoso,»
75655,de,contrário,,,
75656,de,contrário,,,
75657,de,contrário,,,
75658,criou,,,,
75659,coreografia,chama-,,,
75660,chama-,,A,de,dança
75661,coreografia,chama-,Susan_Marshall,,
75662,de,coreografia,,,
75663,dança,coreografia,,,
75664,Ballet_de_Lyon,dança,,,
75665,dança,coreografia,o,,
75666,coreografia,chama-,que,Ballet_de_Lyon,hoje
75667,dança,coreografia,,,
75668,,,coreografia,se,Central_Figure
75669,chama-,,,,
75670,Central_Figure,chama-,,,
75671,chama-,,«,»,","
75672,Central_Figure,chama-,,,
75673,Central_Figure,chama-,,,
75674,Central_Figure,chama-,música,,
75675,com,Central_Figure,de,,
75676,música,com,Philip_Glass,,
75677,de,música,,,
75678,chama-,,,,
75679,ensinou,,,,
75680,,,Patricia_Wells,preparo,e
75681,preparo,ensinou,,,
75682,ensinou,,o,de,
75683,preparo,ensinou,codornas,,
75684,de,preparo,marinadas,e,cuscuz
75685,codornas,de,,,
75686,codornas,de,,,
75687,codornas,de,marroquino,,
75688,cuscuz,codornas,,,
75689,ensinou,,,,
75690,ensinou,,público,a,
75691,público,incentivava,,,
75692,incentivava,ensinou,o,,
75693,incentivava,ensinou,repartir,,
75694,a,incentivava,«,food_experiences,faz
75695,repartir,a,,,
75696,repartir,a,»,(,nome
75697,food_experiences,repartir,,,
75698,food_experiences,repartir,,,
75699,nome,food_experiences,,,
75700,food_experiences,repartir,o,moderno,para
75701,nome,food_experiences,,,
75702,nome,food_experiences,receber,,
75703,para,nome,amigos,para,comer
75704,receber,para,,,
75705,receber,para,,,
75706,receber,para,,,
75707,food_experiences,repartir,,,
75708,faz,repartir,,,
75709,faz,repartir,mesma,,
75710,ela,faz,,,
75711,repartir,a,como,ela,em
75712,faz,repartir,casa,,
75713,casa,em,,,
75714,em,faz,sua,,
75715,faz,repartir,Provence,,
75716,Provence,em,,,
75717,em,faz,a,(,sul
75718,Provence,em,,,
75719,Provence,em,de,,
75720,sul,Provence,França,,
75721,França,de,,,
75722,de,sul,a,,
75723,Provence,em,,,
75724,Provence,em,,,
75725,Provence,em,em,em,
75726,região,Provence,moda,,
